Entity,Definition,Images
Cereal,"A cereal is any grass cultivated for the edible components of its grain (botanically, a type of fruit called a caryopsis), which is composed of an endosperm, a germ, and a bran.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Dried_Cereal_grains_and_other_similar_products_in_Glass_jars_in_the_Herbarium_collection_at_Leiden.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Green_rice_sheaves_planted_in_a_paddy_field_with_long_shadows_at_golden_hour_in_Don_Det_Laos.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Les_Plantes_Cultivades._Cereals._Imatge_119.jpg']"
Index page,Not found on Wikipedia,['Image not found']
Watt,"The watt (symbol: W) is the unit of power or radiant flux in the International System of Units (SI), equal to 1 joule per second or 1 kg⋅m2⋅s−3.","['https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Office_of_Nuclear_Energy_video_explaining_gigawatts.ogv', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Office_of_Nuclear_Energy_video_explaining_gigawatts.ogv']"
Heat conduction,Not found on Wikipedia,['Image not found']
Different forms of energy,Not found on Wikipedia,['Image not found']
Gold,Gold is a chemical element with the symbol Au (from Latin  aurum 'gold') and atomic number 79.,"['https://upload.wikimedia.org/wikipedia/commons/e/e7/Ag-Au-Cu-colours-english.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Anillo_de_Sheshonq_%2846627183381%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Au_atomic_wire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Beowulf_-_gold.jpg']"
Bacteriophage,"A bacteriophage (), also known informally as a phage (), is a duplodnaviria virus that infects and replicates within bacteria and archaea.","['https://upload.wikimedia.org/wikipedia/commons/b/ba/11_Hegasy_Phage_T4_Wiki_E_CCBYSA.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Bacteriophage_P22_Casjens_Lenk.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Enterobacteria_phage_T2_transmission_electron_micrograph.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/F%C3%A9lix_d%27H%C3%A9relle.jpg']"
Gastritis,Gastritis is inflammation of the lining of the stomach.,"['https://upload.wikimedia.org/wikipedia/commons/7/79/CC_BY_icon-80x15.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Deep_gastric_ulcer.png', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Gastritis_helicobacter_-_intermed_mag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Histopathology_of_early_acute_superficial_gastritis.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
DNA,Deoxyribonucleic acid ( (listen); DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix.,"['https://upload.wikimedia.org/wikipedia/commons/3/3a/5-Methylcytosine.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Base_pair_AT.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Base_pair_GC.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Benzopyrene_DNA_adduct_1JDG.png', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Branch-DNA-multiple.svg']"
Melting point,"The melting point (or, rarely, liquefaction point) of a substance is the temperature at which it changes state from solid to liquid.","['https://upload.wikimedia.org/wikipedia/commons/f/fe/Asterisks_2_%28vertical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/Carboxylic.Acids.Melting.%26.Boiling.Points.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Koflerbank.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Kr%C3%BCss_M5000.jpg']"
Two,Not found on Wikipedia,['Image not found']
Dragon eating a dragon,Not found on Wikipedia,['Image not found']
Intestinal gland,"In histology, an intestinal gland (also crypt of Lieberkühn and intestinal crypt) is a gland found in between villi in the intestinal epithelium lining of the small intestine and large intestine (or colon).","['https://upload.wikimedia.org/wikipedia/commons/1/12/Colonic_crypts_within_four_tissue_sections.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Crypt_branching_high_mag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Cryptitis_high_mag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Histopathology_of_a_crypt_abscess.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Viral disease,"A viral disease (or viral infection) occurs when an organism's body is invaded by pathogenic viruses, and infectious virus particles (virions) attach to and enter susceptible cells.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Novel_Coronavirus_SARS-CoV-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/PD-icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Bone,A bone is a rigid organ that constitutes part of the skeleton in most vertebrate animals.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/603_Anatomy_of_Long_Bone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/604_Bone_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Active_osteoblasts.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Bertazzo_S_-_SEM_deproteined_bone_-_wistar_rat_-_x10k.tif', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Bertazzo_S_-_SEM_deproteined_trabecular_-_wistar_rat_-_x100.tif']"
Brahmaputra River,"The Brahmaputra is a trans-boundary river which flows through Tibet, Northeastern India, and Bangladesh.","['https://upload.wikimedia.org/wikipedia/commons/8/85/1776_Rennell_-_Dury_Wall_Map_of_Bihar_and_Bengal%2C_India_-_Geographicus_-_BaharBengal-dury-1776.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/An_Aerial_view_of_the_Dhola-Sadiya_bridge_across_River_Brahmaputra%2C_inaugurated_by_the_Prime_Minister%2C_Shri_Narendra_Modi%2C_in_Assam_on_May_26%2C_2017_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Bangladesh_LOC_1996_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Bangladesh_tmo_2011313.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Brahmapoutre.png']"
Biodiversity of Bangladesh,Not found on Wikipedia,['Image not found']
Spinning,Not found on Wikipedia,['Image not found']
Italy,"Italy (Italian: Italia [iˈtaːlja] (listen)), officially the Italian Republic, is a country in Southern and Western Europe.","['https://upload.wikimedia.org/wikipedia/commons/b/bb/%27David%27_by_Michelangelo_Fir_JBU004.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/01_partigiani_a_milano1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/2015_sicily.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/2020_coronavirus_task_force.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg']"
Fish farming,"Fish farming or pisciculture involves commercial breeding of fish, most often for food, in fish tanks or artificial enclosures such as fish ponds.","['https://upload.wikimedia.org/wikipedia/commons/d/d4/2019-03-16_01_Aquaculture_in_Chile.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Abstreifen.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Antennarius_striatus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Aufzuchtbecken.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Chewing,Chewing or mastication is the process by which food is crushed and ground by teeth.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Macaca_arctoides.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Masticator-usfs_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Stability,Stability may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Burn,"A burn is an injury to skin, or other tissues, caused by heat, cold, electricity, chemicals, friction, or ultraviolet radiation (like sunburn).","['https://upload.wikimedia.org/wikipedia/commons/7/78/8-day-old-3rd-degree-burn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Burn_Degree_Diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Burn_en.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Fires_world_map_-_DALY_-_WHO2004.svg']"
Repair,Not found on Wikipedia,['Image not found']
Cookware,Not found on Wikipedia,['Image not found']
Statue of Liberty,"The Statue of Liberty (Liberty Enlightening the World; French: La Liberté éclairant le monde) is a colossal neoclassical sculpture on Liberty Island in New York Harbor in New York City, in the United States.","['https://upload.wikimedia.org/wikipedia/commons/0/04/2014-09-15_16-14-55_lion-belfort.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Collossal_hand_and_torch._Bartholdi%27s_statue_of_%22Liberty.%22%2C_from_Robert_N._Dennis_collection_of_stereoscopic_views.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Disc_Sol_BM_GR1899.12-1.2.jpg']"
Medication,"A medication (also called medicament, medicine, pharmaceutical drug, medicinal drug or simply drug) is a drug used to diagnose, cure, treat, or prevent disease.","['https://upload.wikimedia.org/wikipedia/commons/6/65/12-08-18-tilidin-retard.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/Drawing_by_Marguerite_Martyn_of_a_visiting_nurse_with_medicine_and_four_babies%2C_1918.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Positive charge,Not found on Wikipedia,['Image not found']
Alkaline,Not found on Wikipedia,['Image not found']
Cellular membrane,Not found on Wikipedia,['Image not found']
Atmosphere of Earth,"The atmosphere of Earth is the layer of gases, known collectively as air, retained by Earth's gravity that surrounds the planet and forms its planetary atmosphere.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Antarctic_aurora_ESA313457.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/AtmosphCirc2.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Atmosphere_gas_proportions.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Atmosphere_model.png']"
Netherlands,"The Netherlands (Dutch: Nederland [ˈneːdərlɑnt] (listen)), informally Holland, is a country located in northwestern Europe with overseas territories in the Caribbean.","['https://upload.wikimedia.org/wikipedia/commons/9/93/2012-NL-prov-relief-3000.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/5500vc_ex_leg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/A1-Hoog_Buurlo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Amsterdam_canal_view_from_Westerkerk_Flickr_pic.jpg']"
Teacher,"A teacher, also called a schoolteacher or formally an educator, is a person who helps students to acquire knowledge, competence, or virtue, via the practice of teaching.","['https://upload.wikimedia.org/wikipedia/commons/c/cc/ASC_Leiden_-_Coutinho_Collection_-_6_24_-_School_for_adults_in_Guinea-Bissau_-_1974.tiff', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Adriaen_van_Ostade_007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Agnar_O.P._Strandberg_1964.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Ashs-teacher-and-students.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Brack_Vocabularius_rerum.jpg']"
Clinic,A clinic (or outpatient clinic or ambulatory care clinic) is a health facility that is primarily focused on the care of outpatients.,"['https://upload.wikimedia.org/wikipedia/commons/0/0d/Bundesarchiv_Bild_183-1983-0527-010%2C_Chemnitz%2C_Poliklinik%2C_Springbrunnen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/CityMD_urgent_office_27_W23_jeh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Detskaya_poliklinika_137_v_Novokosino.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/GreenwichSurgeryClinic_bordercropped.jpg']"
Chemical energy,Chemical energy is the energy of chemical substances that is released when the substances undergo a chemical reaction and transform into other substances.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Fairy tale,"A fairy tale (alternative names include fairytale, fairy story, magic tale, or wonder tale) is a short story that belongs to the folklore genre.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/1932._%D0%91%D0%B8%D0%BB%D0%B8%D0%B1%D0%B8%D0%BD._%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%BA%D0%BE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Albert_Edelfelt_-_Illustration_of_Adalmina%E2%80%99s_Pearl_-_A_II_1519-11_-_Finnish_National_Gallery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Carl_Larsson_-_Little_Red_Riding_Hood_1881.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Cutlery_for_children_detail.jpg']"
Conservation of energy,"In physics and chemistry, the law of conservation of energy states that the total energy of an isolated system remains constant; it is said to be conserved over time.","['https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Daniel_Bernoulli_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Emilie_Chatelet_portrait_by_Latour.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Gaspard-Gustave_de_Coriolis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Gottfried_Wilhelm_Leibniz.jpg']"
Full moon,The full moon is the lunar phase when the Moon appears fully illuminated from Earth's perspective.,"['https://upload.wikimedia.org/wikipedia/commons/c/c8/Christmas_full_moons_1977-2091.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Eclipse_vs_new_or_full_moons%2C_annotated.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/FullMoon2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Harvest_moon.jpg']"
Gas,Gas is one of the four fundamental states of matter.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/Boyle_air_pump.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/CFD_Shuttle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Compressibility_Factor_of_Air_75-200_K.png', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Daltons_symbols.gif']"
Blood vessel,The blood vessels are the components of the circulatory system that transport blood throughout the human body.,"['https://upload.wikimedia.org/wikipedia/commons/3/3f/Blood_vessels_%28retouched%29_-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Circulatory_System_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Microvessel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Vasoconstriction_-_Constricted_blood_vessel.jpg']"
The Magic Flute,"The Magic Flute (German: Die Zauberflöte, pronounced [diː ˈtsaʊbɐˌfløːtə] (listen)), K. 620, is an opera in two acts by Wolfgang Amadeus Mozart to a German libretto by Emanuel Schikaneder.","['https://upload.wikimedia.org/wikipedia/commons/f/f7/15031-Magic_Flute_Production-0413_%2815830972013%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/De-Ger_Die_Zauberfl%C3%B6te.ogg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Der_Hoelle_Rache.ogg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Disegno_per_copertina_di_libretto%2C_disegno_di_Peter_Hoffer_per_Il_flauto_magico_%28s.d.%29_-_Archivio_Storico_Ricordi_ICON012437.jpg']"
Finger,"A finger is a limb of the body and a type of digit, an organ of manipulation and sensation found in the hands of most of the Tetrapods, so also with humans and other primates.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Fingers_of_a_bat_-_Corynorhinus_townsendii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Fingers_of_a_treefrog.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Human_fingers_both_sides_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Bay of Bengal,"The Bay of Bengal is the northeastern part of the Indian Ocean, bounded on the west and northwest by India, on the north by Bangladesh, and on the east by Myanmar and the Andaman and Nicobar Islands of India.","['https://upload.wikimedia.org/wikipedia/commons/9/95/Andaman_ross_is.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Bay_of_Bengal_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Bay_of_Bengal_and_Beach_from_Tenneti_park.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Bay_of_Bengal_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Pigment,A pigment is a colored substance that is completely or nearly insoluble in water.,"['https://upload.wikimedia.org/wikipedia/commons/5/5b/Accademia_-_Miracle_of_the_Slave_by_Tintoretto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Complex_reflectance.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Copper_phthalocyanine.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Indian_pigments.jpg']"
Electric pole,Not found on Wikipedia,['Image not found']
Most important thing about heat,Not found on Wikipedia,['Image not found']
Stainless steel,Stainless steel is an alloy of iron that is resistant to rusting and corrosion.,"['https://upload.wikimedia.org/wikipedia/commons/7/7f/316L_Stainless_Steel_Unpolished.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Corrosion_of_alloys_in_NaCl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Crevice_corrosion_of_316_SS_tube_and_tube_sheet_in_a_desalination_plant.png', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Harry_Brearley.jpg']"
Room,"In a building or large vehicle, like a ship, a room is any enclosed space within a number of walls to which entry is possible only via a door or other dividing structure that connects it to either a passageway, another room, or the outdoors, that is large enough for several people to move about, and whose size, fixtures, furnishings, and sometimes placement within the building or ship support the activity to be conducted in it.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/Akha_Kitchen.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Ateneul_Rom%C3%A2n_-_Sala.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Castle_Howard_Lady_Georgianas%27_Dressing_Room.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Ileum,"The ileum () is the final section of the small intestine in most higher vertebrates, including mammals, reptiles, and birds.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Gobletcell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Gray1045.png', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Gut_wall.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Illu_small_intestine.jpg']"
Mass,Mass is an intrinsic property of a body.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/Apollo_15_feather_and_hammer_drop.ogv', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Cavendish_Experiment.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/El_pesado_del_coraz%C3%B3n_en_el_Papiro_de_Hunefer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/Falling_ball.jpg']"
Elgin,Elgin may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
World Heritage Site,"A World Heritage Site is a landmark or area with legal protection by an international convention administered by the United Nations Educational, Scientific and Cultural Organization (UNESCO).","['https://upload.wikimedia.org/wikipedia/commons/0/01/80_-_Machu_Picchu_-_Juin_2009_-_edit.2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Paisaje_en_Punta_Pitt%2C_isla_de_San_Crist%C3%B3bal%2C_islas_Gal%C3%A1pagos%2C_Ecuador%2C_2015-07-24%2C_DD_75.JPG']"
Heater,Not found on Wikipedia,['Image not found']
Textbook,A textbook is a book containing a comprehensive compilation of content in a branch of study with the intention of explaining it.,"['https://upload.wikimedia.org/wikipedia/commons/3/3e/Afghan_textbooks_in_Pashto.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Ems_cover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Amphibian,Amphibians are four-limbed and ectothermic vertebrates of the class Amphibia.,"['https://upload.wikimedia.org/wikipedia/commons/a/a6/Acanthostega_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Adult_Cane_toad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Alytes_obstetricans_almogavarii_-_male_with_eggs_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Ambystoma_macrodactylum_26597.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Ambystoma_macrodactylum_sigillatum%2C_Plumas_County%2C_CA.jpg']"
Water,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance, and it is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent).","['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg']"
Harmfulness of Algae,Not found on Wikipedia,['Image not found']
Under water,Not found on Wikipedia,['Image not found']
Sea,A sea is a large body of salty water.,"['https://upload.wikimedia.org/wikipedia/commons/2/2d/2004-tsunami.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Antarctic_bottom_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Aquarius_spacecraft_first_global_salinity_map_Aug-Sep_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Barrage_de_la_Rance.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Battle_of_Gibraltar_1607.jpg']"
Infection,"An infection is the invasion of tissues by pathogens, their multiplication, and the reaction of host tissues to the infectious agent and the toxins they produce.","['https://upload.wikimedia.org/wikipedia/commons/3/39/BGSU_COVID-19_Drive-Thru_Testing_Site_Close_Up.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Chain_of_Infection.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/CulexNil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Dit_del_peu_gros_infectat.jpg']"
Bottled water,"Bottled water is packed in plastic bottle for drinking water(e.g., well water, distilled water, mineral water, or spring water) packaged in plastic or glass water bottles.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Bottled_drinking_water.Chercen%2C_Xinjiang%2C_China.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Bottled_water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
North America,North America is a continent in the Northern Hemisphere and almost entirely within the Western Hemisphere.,"['https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/America_1000_BCE.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Antarctica_%28orthographic_projection%29.svg']"
Stasis,"Stasis (from Greek στάσις ""a standing still"") may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
