Entity,Definition,Images
Corrective lenses,Not found on Wikipedia,['Image not found']
Hydrilla plants,Not found on Wikipedia,['Image not found']
Tobacco leaves,Not found on Wikipedia,['Image not found']
Manufacture,Not found on Wikipedia,['Image not found']
Two opposite sides,Not found on Wikipedia,['Image not found']
Gas filled bubble,Not found on Wikipedia,['Image not found']
Brushing,Brushing may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Endangered species,"An endangered species is a species that is very likely to become extinct in the near future, either worldwide or in a particular political jurisdiction.","['https://upload.wikimedia.org/wikipedia/commons/1/1e/2010-bald-eagle-kodiak.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/American_bison_k5680-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/AraGlaucogularisFull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Arowana.jpg']"
Physical exercise,Not found on Wikipedia,['Image not found']
Male gametes,Not found on Wikipedia,['Image not found']
Highly toxic gas,Not found on Wikipedia,['Image not found']
Stove,"A stove or range is a device that burns fuel or uses electricity to generate heat inside or on top of the apparatus, to be used for general warming or cooking.","['https://upload.wikimedia.org/wikipedia/commons/3/3e/AT-34724_Schloss_Rosegg%2C_Lukretia_045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Catherine_Palace_heater.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/D.A._Sturdza_House%2C_Bucharest_%28Romania%29_28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/D.A._Sturdza_House%2C_Bucharest_%28Romania%29_30.jpg']"
Activity 1.4,Not found on Wikipedia,['Image not found']
Organically developed sedimentary rocks,Not found on Wikipedia,['Image not found']
South Indian foods,Not found on Wikipedia,['Image not found']
Food vacuole,"The food vacuole, or digestive vacuole, is an organelle found in simple eukaryotes such as protists.",['https://upload.wikimedia.org/wikipedia/commons/c/cb/Paramecium.jpg']
Light automobiles,Not found on Wikipedia,['Image not found']
Loop of the key,Not found on Wikipedia,['Image not found']
Death rates,Not found on Wikipedia,['Image not found']
Combination reaction,A direct combination reaction (also known as a synthesis reaction) is a reaction where two or more elements or compounds (reactants) combine to form a single compound (product).,['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']
Appliances,Not found on Wikipedia,['Image not found']
Higher animals,Not found on Wikipedia,['Image not found']
Increase in height,Not found on Wikipedia,['Image not found']
Pb,Not found on Wikipedia,['Image not found']
Bengal gram,Please note that Bengal Gram is not chick peas.,['Image not found']
Mind,The mind is the set of faculties responsible for all mental phenomena.,"['https://upload.wikimedia.org/wikipedia/commons/6/6a/Architecture_of_Spaun.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Descartes_mind_and_body.gif', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Forest_of_synthetic_pyramidal_dendrites_grown_using_Cajal%27s_laws_of_neuronal_branching.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Schwann,Schwann may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Recycling,Recycling is the process of converting waste materials into new materials and objects.,"['https://upload.wikimedia.org/wikipedia/commons/1/11/ACT_recycling_truck.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Agbogbloshie_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Automat_do_przyjmowania_butelek_zwrotnych_w_60-tysi%C4%99cznym_Tomaszowie_Mazowieckim_Warszawska_r%C3%B3g_Szerokiej.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Bedrijfsafval.jpg']"
Himalayan range of mountains,Not found on Wikipedia,['Image not found']
Fat molecules,Not found on Wikipedia,['Image not found']
Revolving electron,Not found on Wikipedia,['Image not found']
Hot water tanks,Not found on Wikipedia,['Image not found']
Dry sand,Not found on Wikipedia,['Image not found']
Lowermost part,Not found on Wikipedia,['Image not found']
Diwakar,Dhivagaran Santhosh (also known as Diwakar) is an Indian playback singer and live performer.,"['https://upload.wikimedia.org/wikipedia/commons/a/a5/Diwakar_%28singer%29_-_Dhivagar_Santhosh.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Acceleration during motion,Not found on Wikipedia,['Image not found']
Carelessness,Carelessness refers to the lack of awareness during a behaviour that can result in unintended consequences.,['Image not found']
pH level,Not found on Wikipedia,['Image not found']
Process of making paper,Not found on Wikipedia,['Image not found']
Phonimonosa,Not found on Wikipedia,['Image not found']
Increase of humidity,Not found on Wikipedia,['Image not found']
Cl– ion,Not found on Wikipedia,['Image not found']
Carbon-carbon atoms,Not found on Wikipedia,['Image not found']
Creation,Creation may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
AgNO3,Not found on Wikipedia,['Image not found']
Patient's body,Not found on Wikipedia,['Image not found']
Healthy growth,Not found on Wikipedia,['Image not found']
Q Rationalised 2023-24 SCIENCE 92,Not found on Wikipedia,['Image not found']
Useful products,Not found on Wikipedia,['Image not found']
Thick copper wire,Not found on Wikipedia,['Image not found']
Pakudha Katyayama,Not found on Wikipedia,['Image not found']
Eye bank,"Eye banks recover, prepare and deliver donated eyes for cornea transplants and research.",['Image not found']
Naturally created matters,Not found on Wikipedia,['Image not found']
Animal fleece,Not found on Wikipedia,['Image not found']
National Curriculum Framework,Not found on Wikipedia,['Image not found']
evaporation,Evaporation is a type of vaporization that occurs on the surface of a liquid as it changes into the gas phase.,"['https://upload.wikimedia.org/wikipedia/commons/3/36/10._%D0%9B%D0%B0%D0%B4%D0%B5%D1%9A%D0%B5_%D0%BF%D1%80%D0%B8_%D0%B8%D1%81%D0%BF%D0%B0%D1%80%D1%83%D0%B2%D0%B0%D1%9A%D0%B5.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Condensation_droplets.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Misty_road_after_rain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Double bond,"In chemistry, a double bond is a covalent bond between two atoms involving four bonding electrons as opposed to two in a single bond.","['https://upload.wikimedia.org/wikipedia/commons/7/77/Chemfm_carbon_monoxide_3_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Dimethylsulfoxid.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Doppelbindung1.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Doppelbindung2.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Ethene_structural.svg']"
Protocell,"A protocell (or protobiont) is a self-organized, endogenously ordered, spherical collection of lipids proposed as a stepping stone toward the origin of life.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Darwin%27s_finches_by_Gould.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Lipid_bilayer_section.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Micelle_scheme-en.svg']"
Sound properties,Not found on Wikipedia,['Image not found']
pH paper,Not found on Wikipedia,['Image not found']
Liquid state,Not found on Wikipedia,['Image not found']
Upper part of the tree,Not found on Wikipedia,['Image not found']
Uneasiness,Not found on Wikipedia,['Image not found']
Hailstone,Not found on Wikipedia,['Image not found']
Dung,Dung most often refers to animal feces.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Wine,Wine is an alcoholic drink typically made from fermented grapes.,"['https://upload.wikimedia.org/wikipedia/commons/8/8b/0025_-_0220_Brick_Relief_with_Wine-brewing_Scene_Eastern_Han_Dynasty_National_Museum_of_China_anagoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/2014_Wine_Countries_Export_Treemap.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/29-autunno%2CTaccuino_Sanitatis%2C_Casanatense_4182..jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Areni-1_cave_entrance.jpg']"
Shigella,"Shigella is a genus of bacteria that is Gram-negative, facultative anaerobic, non-spore-forming, nonmotile, rod-shaped, and genetically closely related to E. coli.","['https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Shigella_stool.jpg']"
Crystallisation,Not found on Wikipedia,['Image not found']
Aluminium sulphate,Not found on Wikipedia,['Image not found']
Fluid-filled balloon,Not found on Wikipedia,['Image not found']
Sunflower,Not found on Wikipedia,['Image not found']
Genetically modified,Not found on Wikipedia,['Image not found']
Industries,Not found on Wikipedia,['Image not found']
Nazrul Islam,Not found on Wikipedia,['Image not found']
Type of Hardness,Not found on Wikipedia,['Image not found']
Narrow roads,Not found on Wikipedia,['Image not found']
Single turn,Not found on Wikipedia,['Image not found']
n times,Not found on Wikipedia,['Image not found']
Colleges,Not found on Wikipedia,['Image not found']
Rolling friction,Not found on Wikipedia,['Image not found']
Inflated balloon,Not found on Wikipedia,['Image not found']
Different individuals,Not found on Wikipedia,['Image not found']
Process of rust formation,Not found on Wikipedia,['Image not found']
Chunks,Not found on Wikipedia,['Image not found']
Beautiful mats,Not found on Wikipedia,['Image not found']
Science 52,Not found on Wikipedia,['Image not found']
Simple sugars,Not found on Wikipedia,['Image not found']
E-mail server,Not found on Wikipedia,['Image not found']
Refracting medium,Not found on Wikipedia,['Image not found']
Virus body,Not found on Wikipedia,['Image not found']
Plants produced,Not found on Wikipedia,['Image not found']
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Abeoforma_whisleri-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg']"
Bullet,"A bullet is a kinetic projectile, a component of firearm ammunition that is shot from a gun barrel.","['https://upload.wikimedia.org/wikipedia/commons/9/94/.303ammunition.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/3CastBullets.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Bullet_Wiki.ogv', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Bullet_coming_from_S%26W.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Bullet_exit_wound_of_a_lung_shot_Dama_dama_Sweden_01.png']"
Base Station,Not found on Wikipedia,['Image not found']
Br2,Not found on Wikipedia,['Image not found']
Mountaineers,Not found on Wikipedia,['Image not found']
Multiple components,Not found on Wikipedia,['Image not found']
Translucent objects,Not found on Wikipedia,['Image not found']
Shock waves,Not found on Wikipedia,['Image not found']
Daily calorie requirement,Not found on Wikipedia,['Image not found']
Separate units,Not found on Wikipedia,['Image not found']
Human activities,Not found on Wikipedia,['Image not found']
Varieties,Not found on Wikipedia,['Image not found']
Crab,"Crabs are decapod crustaceans of the infraorder Brachyura, which typically have a very short projecting ""tail"" (abdomen), usually hidden entirely under the thorax (brachyura means ""short tail"" in Greek).","['https://upload.wikimedia.org/wikipedia/commons/f/fc/A_crab_divination_pot_in_Kapsiki.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Atlantic_cod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Brachyura_montage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Carpilius_convexus_is_consuming_Heterocentrotus_trigonarius_in_Hawaii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Charybdis_japonica.jpg']"
Conical opening,Not found on Wikipedia,['Image not found']
Decreases,Not found on Wikipedia,['Image not found']
Temperature in K,Not found on Wikipedia,['Image not found']
Friend,Not found on Wikipedia,['Image not found']
Inner lining,Not found on Wikipedia,['Image not found']
Inner walls,Not found on Wikipedia,['Image not found']
Fore-brain,Not found on Wikipedia,['Image not found']
Leg muscles,Not found on Wikipedia,['Image not found']
Fusion,"Fusion, or synthesis, is the process of combining two or more distinct entities into a new whole.","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Teeth,Not found on Wikipedia,['Image not found']
Other substances,Not found on Wikipedia,['Image not found']
Cooking vessels,Not found on Wikipedia,['Image not found']
Board of Trade unit,Not found on Wikipedia,['Image not found']
Five-carbon sugar,Not found on Wikipedia,['Image not found']
Jobs,Jobs may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Euroshian plate,Not found on Wikipedia,['Image not found']
Streams,Not found on Wikipedia,['Image not found']
Kolkata,"Kolkata (UK:  or , US: , Bengali: [kolˈkata] (listen); also known as Calcutta  which was the official name until 2001) is the capital of the Indian state of West Bengal.","['https://upload.wikimedia.org/wikipedia/commons/d/dd/..West_Bengal_Flag%28INDIA%29.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Air-conditioned_Public_Bus_-_Salt_Lake_Cirty_-_Kolkata_2015-09-14_3471.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Akashvani_Bhavan%2C_Kolkata.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Akashvani_Bhavan%2C_Kolkata.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Amity_University%2C_Kolkata.jpg']"
No energy expenditure,Not found on Wikipedia,['Image not found']
Vertebral columns,Not found on Wikipedia,['Image not found']
Bromine atom,Not found on Wikipedia,['Image not found']
Digestive enzymes,Not found on Wikipedia,['Image not found']
Protects,Not found on Wikipedia,['Image not found']
Mask,"A mask is an object normally worn on the face, typically for protection, disguise, performance, or entertainment and often they have been employed for rituals and rites.","['https://upload.wikimedia.org/wikipedia/commons/3/38/04.02_%E7%B8%BD%E7%B5%B1%E8%A6%96%E5%AF%9F%E3%80%8C%E4%B8%AD%E5%A4%AE%E6%B5%81%E8%A1%8C%E7%96%AB%E6%83%85%E6%8C%87%E6%8F%AE%E4%B8%AD%E5%BF%83%E3%80%8D_49726568957_66543b616e_o.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/20081122_Brandon_Graham_and_Terrell_Pryor.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/A_Korean_Mask.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/A_white_mask_on_the_desk.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg']"
Upstream,Upstream may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Soluble nitrogen compounds,Not found on Wikipedia,['Image not found']
Overflow,Overflow may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Discharged plastic,Not found on Wikipedia,['Image not found']
Curved line,Not found on Wikipedia,['Image not found']
Enough,Enough may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Not alive,Not found on Wikipedia,['Image not found']
Water-vapour,Not found on Wikipedia,['Image not found']
Salinity,"Salinity () is the saltiness or amount of salt dissolved in a body of water, called saline water (see also soil salinity).","['https://upload.wikimedia.org/wikipedia/commons/d/d6/Aquarius_flat_2048x1024.ogv', 'https://upload.wikimedia.org/wikipedia/commons/0/07/IAPSO_Standard_Seawater.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/WOA09_sea-surf_SAL_AYool.png']"
Room temperature,"Colloquially, room temperature is a range of air temperatures that most people prefer for indoor settings.","['https://upload.wikimedia.org/wikipedia/commons/5/57/Mercury_Thermometer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Room_Temperature_during_Heat_wave_in_Mexico.jpg']"
Average value of pressure,Not found on Wikipedia,['Image not found']
Elgin,Elgin may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Printed output,Not found on Wikipedia,['Image not found']
Bharati Sarkar,Not found on Wikipedia,['Image not found']
Shelves,Not found on Wikipedia,['Image not found']
All metal carbonates,Not found on Wikipedia,['Image not found']
Waste chemicals,Not found on Wikipedia,['Image not found']
Eucalyptus trees,Not found on Wikipedia,['Image not found']
SO42-,Not found on Wikipedia,['Image not found']
Microwave,Microwave is a form of electromagnetic radiation with wavelengths ranging from about one meter to one millimeter corresponding to frequencies between 300 MHz and 300 GHz respectively.,"['https://upload.wikimedia.org/wikipedia/commons/e/eb/AI_Mk._VIIIA_radar_in_Bristol_Beaufighter_VIF_CH16665.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/20/ASR-9_Radar_Antenna.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Antennenw1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Atmospheric_Microwave_Transmittance_at_Mauna_Kea_%28simulated%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/BigBangNoise.jpg']"
His,His or HIS may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
stand with ring,Not found on Wikipedia,['Image not found']
Medical sutures,Not found on Wikipedia,['Image not found']
Match stick,Not found on Wikipedia,['Image not found']
Combing,Combing is a method for preparing carded fibre for spinning.,"['https://upload.wikimedia.org/wikipedia/commons/f/f6/Bradford_Industrial_Museum_073.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/French_Comb_PB31L.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Hermann_Sondermann_Familie_mit_Frau_am_Spinnrad_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Prawns,Not found on Wikipedia,['Image not found']
Perforated cork,Not found on Wikipedia,['Image not found']
Europe,"Europe is a continent comprising the westernmost peninsulas of Eurasia, located entirely in the Northern Hemisphere and mostly in the Eastern Hemisphere.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/1916_political_map_of_Europe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Alliances_militaires_en_Europe_1914-1918-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg']"
Surrounding islands,Not found on Wikipedia,['Image not found']
Oil,An oil is any nonpolar chemical substance that is composed primarily of hydrocarbons and is hydrophobic (does not mix with water) & lipophilic (mixes with other oils).,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Italian_olive_oil_2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Mobil_1_motor_oil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Mobil_1_motor_oil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Threonine,Threonine (symbol Thr or T) is an amino acid that is used in the biosynthesis of proteins.,"['https://upload.wikimedia.org/wikipedia/commons/5/5d/D-Threonine.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/D-allo-Threonine.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/L-Threonin_-_L-Threonine.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/L-allo-Threonine.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/L-amino_acid_any.png']"
Zero velocity,Not found on Wikipedia,['Image not found']
Wax mould,Not found on Wikipedia,['Image not found']
Shaking hands,Not found on Wikipedia,['Image not found']
Weak nuclear force,Not found on Wikipedia,['Image not found']
Strainer,Not found on Wikipedia,['Image not found']
Tracheal tubes,Not found on Wikipedia,['Image not found']
Heart beats,Not found on Wikipedia,['Image not found']
Reddish brown powder,Not found on Wikipedia,['Image not found']
Nearest noble gas,Not found on Wikipedia,['Image not found']
50 km h-1,Not found on Wikipedia,['Image not found']
Hearing impairment,Not found on Wikipedia,['Image not found']
Features,Not found on Wikipedia,['Image not found']
Lighting,Lighting or illumination is the deliberate use of light to achieve practical or aesthetic effects.,"['https://upload.wikimedia.org/wikipedia/commons/6/69/Acropolis_Of_Athens_Greece_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/BWLight.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Cherry_blossoms_with_Isuzu-Chaya_and_Akafuku_store_at_Night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Classical_spectacular_laser_effects.jpg']"
Vermicomposting,Not found on Wikipedia,['Image not found']
Biogas plant,Not found on Wikipedia,['Image not found']
Hollow cavity,Not found on Wikipedia,['Image not found']
Chromosome pair,Not found on Wikipedia,['Image not found']
Saucer,A saucer is a type of small dishware.,"['https://upload.wikimedia.org/wikipedia/commons/1/18/Clevelandart_1989.188.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Cup_and_Saucer_LACMA_47.35.6a-b_%281_of_3%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Cup_and_Saucer_MET_DP236356.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Bihu,"Bihu is a set of three important cultural festivals unique to the Indian state of Assam – 'Rongali' or 'Bohag Bihu' observed in April, 'Kongali' or 'Kati Bihu' observed in October, and 'Bhogali' or 'Magh Bihu' observed in January.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/Ahom_insignia_plain.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Allah-green.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/AnimismSymbol.PNG', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Assamese_Bengali_letter_A_%28red%29.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Aum_Om_red.svg']"
Networking,Not found on Wikipedia,['Image not found']
Kind,Kind or KIND may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Crossing the road,Not found on Wikipedia,['Image not found']
Amount of inertia,Not found on Wikipedia,['Image not found']
Chemical change,"Chemical changes occur when a substance combines with another to form a new substance, called chemical synthesis or, alternatively, chemical decomposition into two or more different substances.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Chemfm_carbon_monoxide_3_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Ligatio-covalens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Merge-arrow.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Pi-Bond.svg']"
Biscuit,A biscuit is a flour-based baked and shaped food product.,"['https://upload.wikimedia.org/wikipedia/commons/4/44/3_Biscuit_rose_de_Reims.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/BiscuitsAmerican%26British.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Biscuits_in_Ghana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Crackers_and_Oreo.jpg']"
Straight pipe,Not found on Wikipedia,['Image not found']
Foil,Foil may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
There,There may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
W,"W, or w, is the twenty-third and fourth-to-last letter of the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/8/8b/BSL_letter_W.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Braille_W.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Coat_of_arms_of_Vyborg.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Early_Aramaic_character_-_vav.png']"
Oaks,Oaks  may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Gene carrier DNA,Not found on Wikipedia,['Image not found']
Conservation of Forest,Not found on Wikipedia,['Image not found']
Wheat seed,Not found on Wikipedia,['Image not found']
Bank,A bank is a financial institution that accepts deposits from the public and creates a demand deposit while simultaneously making loans.,"['https://upload.wikimedia.org/wikipedia/commons/d/da/ATM_AL_RAJHI_BANK.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/All-currency-symbol.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Avenida_Sao_Joao%2C_Sao_Paulo_2006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/BBTLexington.jpg']"
Corrosion of teeth,Not found on Wikipedia,['Image not found']
Deceased,Not found on Wikipedia,['Image not found']
Displacement reactions,Not found on Wikipedia,['Image not found']
