entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Oceanic crust,Crust type,High-density,Density,Relatively,"This crust can be divided into two parts, (1) the relatively thick and low-density continental crust and (2) the relatively thin but high-density oceanic crust."
Crust,Layer,Mantle,Layer,Next to,Mantle: The next layer of crust is called mantle.
Mantle layer,Geological layer,Crust,Geological layer,Adjacent to,The mantle layer adjascent to the crust is hard and fragile.
Lithosphere,Solid layer,Crust,Solid layer,Part of,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Lithosphere,Solid layer,Outer mantle,Solid layer,Part of,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Outer mantle,Solid layer,Mantle,Solid layer,Part of,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Mantle,Solid layer,Core,Solid layer,Part of,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Tectonic plates,Geological feature,Lithosphere,Solid layer,Formed from,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Ratio,Mathematical concept,Image,Visual representation,Described by,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Compare 96 Science,Comparison,Image,Visual representation,Described by,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
Tectonic plates,Geological feature,Divided pieces,Geological feature,Divided into,Liquid Solid Lithosphere (Solid layer of crust and outer mantle) Mantle Core Image of ratio Image of Compare 96 Science  divided into several large pieces and these are called tectonic plates.
The lithosphere,Layer,Rock,Material,Composes,The next layer of the lithosphere is not completely solid because the rock is molten due to the high temperature.
Rock,Material,Next layer of the lithosphere,Layer,Part of,The next layer of the lithosphere is not completely solid because the rock is molten due to the high temperature.
Next layer of the lithosphere,Layer,Not completely solid,Property,Has,The next layer of the lithosphere is not completely solid because the rock is molten due to the high temperature.
Rock,Material,Molten,State,Due to,The next layer of the lithosphere is not completely solid because the rock is molten due to the high temperature.
High temperature,Physical quantity,Rock,Material,Causes,The next layer of the lithosphere is not completely solid because the rock is molten due to the high temperature.
Tectonic plates,Geological structure,Earth,Planet,Float on,So the tectonic plates floating on it are not stationary at all; they move in different directions at 3 to 5 cm per year.
Tectonic plates,Geological structure,Different directions,Direction,Move in,So the tectonic plates floating on it are not stationary at all; they move in different directions at 3 to 5 cm per year.
Tectonic plates,Geological structure,3 to 5 cm per year,Measurement,Move at,So the tectonic plates floating on it are not stationary at all; they move in different directions at 3 to 5 cm per year.
Tectonic plates,Geological structure,Earth,Planet,Constituent of,This movement of tectonic plates plays a crucial role in the formation of our earth.
Formation,Process,Earth,Planet,Result of,This movement of tectonic plates plays a crucial role in the formation of our earth.
Movement,Action,Tectonic plates,Geological structure,Cause of,This movement of tectonic plates plays a crucial role in the formation of our earth.
Mountains,Landform,Tectonic plates,Geological feature,Formed by movement of,"Due to the movement of tectonic plates, mountains and deep ocean trenches are formed."
Deep ocean trenches,Geological feature,Tectonic plates,Geological feature,Formed by movement of,"Due to the movement of tectonic plates, mountains and deep ocean trenches are formed."
Earthquakes,Natural disaster,Earth,Planet,Occur on,For this reason earthquakes and volcanic eruptions occur on earth.
Volcanic eruptions,Natural disaster,Earth,Planet,Occur on,For this reason earthquakes and volcanic eruptions occur on earth.
Mantle,Earth layer,Earth's interior,Location,Part of,The rest of the mantle is the thickest layer of earth's interior.
Heat,Physical quantity,Level,Location,At,Heat and pressure are extremely high at this level.
Pressure,Physical quantity,Level,Location,At,Heat and pressure are extremely high at this level.
Iron,Element,Earth's centre,Location,Gathered into,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Nickel,Element,Earth's centre,Location,Gathered into,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Heavy elements,Element group,Earth's centre,Location,Gathered into,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Gravitational pull,Force,Iron,Element,Caused gathering,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Gravitational pull,Force,Nickel,Element,Caused gathering,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Gravitational pull,Force,Heavy elements,Element group,Caused gathering,"When it was very hot and liquid at the time of the Earth's creation, iron, nickel, and other heavy elements were gathered into the earth's centre by gravitational pull."
Iron,Element,Layer,Material,Dominates,"So this layer is dominated by iron, nickel, and other heavy metals."
Nickel,Element,Layer,Material,Dominates,"So this layer is dominated by iron, nickel, and other heavy metals."
Heavy metals,Element group,Layer,Material,Present in,"So this layer is dominated by iron, nickel, and other heavy metals."
Marrow,Tissue,Core,Anatomical structure,Part of,The marrow or core is divided into two parts; the upper part or outer marrow is liquid and can flow.
Outer marrow,Liquid,Core,Anatomical structure,Part of,The marrow or core is divided into two parts; the upper part or outer marrow is liquid and can flow.
Outer marrow,Liquid,Can flow,Physical property,Has,The marrow or core is divided into two parts; the upper part or outer marrow is liquid and can flow.
Pressure,Physical property,Upper mantle,Layer,Due to,The pressure is also high here due to the upper mantle and mass of the other layers.
Upper mantle,Layer,Other layers,Layer,Mass of,The pressure is also high here due to the upper mantle and mass of the other layers.
Iron,Element,Nickel,Element,Flow of,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Flow of,Physical phenomenon,Iron,Element,Causes,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Flow of,Physical phenomenon,Nickel,Element,Causes,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Electrical flow,Physical phenomenon,Iron,Element,Causes,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Electrical flow,Physical phenomenon,Nickel,Element,Causes,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Electrical flow,Physical phenomenon,Earth's magnetic field,Physical phenomenon,Creates,"The flow of iron and nickel causes electrical flow here, and that electricity creates the earth's magnetic field."
Magnet,Object,Earth,Planet,Located on,"You all know that if you hang a magnet on Earth, it hangs along north-south for this magnetic field."
Magnetic field,Physical phenomenon,Earth,Planet,Associated with,"You all know that if you hang a magnet on Earth, it hangs along north-south for this magnetic field."
Magnetic field,Physical entity,Earth's atmosphere,Physical entity,Protects,"As this magnetic field protects the Earth's atmosphere from the sun's damaging solar storms, this magnetic field is crucial for the survival of various organisms on Earth."
Magnetic field,Physical entity,Sun's damaging solar storms,Physical entity,Protects from,"As this magnetic field protects the Earth's atmosphere from the sun's damaging solar storms, this magnetic field is crucial for the survival of various organisms on Earth."
Earth's atmosphere,Physical entity,Various organisms,Living organism,Crucial for survival,"As this magnetic field protects the Earth's atmosphere from the sun's damaging solar storms, this magnetic field is crucial for the survival of various organisms on Earth."
Inner core,Layer,Earth,Planet,Located in,Deep inside the earth is the inner core.
Outer core,Layer,Heat,Property,Similar to,"This layer has properties similar to the outer core, but heat and pressure are higher here."
Outer core,Layer,Pressure,Property,Similar to,"This layer has properties similar to the outer core, but heat and pressure are higher here."
Outer core,Layer,Here,Location,Higher in,"This layer has properties similar to the outer core, but heat and pressure are higher here."
Heat,Property,Here,Location,Higher in,"This layer has properties similar to the outer core, but heat and pressure are higher here."
Pressure,Property,Here,Location,Higher in,"This layer has properties similar to the outer core, but heat and pressure are higher here."
Continents,Geographical feature,Earth,Planet,Located above,Continents and Tectonics The drifting of the continents Continents are meant for the parts of the Earth above the seas (or oceans).
Tectonics,Geological process,Continents,Geographical feature,Involved in,Continents and Tectonics The drifting of the continents Continents are meant for the parts of the Earth above the seas (or oceans).
Drifting of the continents,Geological process,Continents,Geographical feature,Caused by,Continents and Tectonics The drifting of the continents Continents are meant for the parts of the Earth above the seas (or oceans).
Earth,Planet,Water,Natural resource,Composes 3/4 of surface,Three- fourth of the earth’s surface is water; only one part is land.
Earth,Planet,Land,Natural resource,Composes 1/4 of surface,Three- fourth of the earth’s surface is water; only one part is land.
Earth,Planet,Interior,Physical property,Located below crust,"But even though its surface is hard and cold, the earth's interior below the crust is still hot."
Crust,Geological feature,Earth,Planet,Located above interior,"But even though its surface is hard and cold, the earth's interior below the crust is still hot."
Surface,Physical property,Earth,Planet,Located on top of interior,"But even though its surface is hard and cold, the earth's interior below the crust is still hot."
Hot,Physical property,Interior,Physical property,Describes temperature,"But even though its surface is hard and cold, the earth's interior below the crust is still hot."
Lithosphere,Geological layer,Continental plates,Plate type,Divided into,The lithosphere is divided into many continental and oceanic plates.
Lithosphere,Geological layer,Oceanic plates,Plate type,Divided into,The lithosphere is divided into many continental and oceanic plates.
Plates,Geological feature,Plate tectonics,Geological process,Movement of in different directions,The movement of these plates in different directions is called plate tectonics.
Cream,Milk product,Pot,Cookware,Boiling in,You may have seen cream while boiling milk in a pot on the stove at home.
Milk,Milk product,Pot,Cookware,Boiling in,You may have seen cream while boiling milk in a pot on the stove at home.
Stove,Appliance,Pot,Cookware,Located on,You may have seen cream while boiling milk in a pot on the stove at home.
Cream,Milk product,Moves,Motion,Affected by,You will see that the cream moves if you boil the milk in low flame.
Milk,Dairy product,Boil,Cooking method,Undergoes,You will see that the cream moves if you boil the milk in low flame.
Low flame,Heat source,Boil,Cooking method,Requires,You will see that the cream moves if you boil the milk in low flame.
Milk cream,Substance,Eyes,Organ,Visible to,"As the movement of milk cream is high, it is visible to our eyes."
Tectonic plates,Geological structure,Speed,Measurement,has,"But as the speed of tectonic plates is very low (only 3 to 5 cm per year), we cannot see it directly."
Speed,Measurement,Tectonic plates,Geological structure,of,"But as the speed of tectonic plates is very low (only 3 to 5 cm per year), we cannot see it directly."
Direct observation,Method,Tectonic plates,Geological structure,Not possible,"But as the speed of tectonic plates is very low (only 3 to 5 cm per year), we cannot see it directly."
Tectonic plates,Geological structure,Continents,Geographical entity,"Located above, Move","As a result of this movement of tectonic plates, the continents above those plates also move."
Continents,Geographical feature,Each other,Geographical feature,Move towards/move away from,Sometimes the continents move towards each other; sometimes they move away from each other.
South America,Continent,African continent,Continent,Separated from,"Due to such events, South America was separated from the African continent within a few million years."
Different types of fossils,Biological objects,Continents,Geographical entities,Obtained from,"As evidenced by different types of fossils obtained from both continents, once these two continents were together,."
Continents,Geographical entities,Together,Relationship,Once,"As evidenced by different types of fossils obtained from both continents, once these two continents were together,."
Pangaea,Continent,Continents of the world,Group of entities,All together,"About 2.5 billion years ago, all the continents of the world were together in one giant continent called Pangaea."
Pangaea,Continent,2.5 billion years ago,Time period,Existed during,"About 2.5 billion years ago, all the continents of the world were together in one giant continent called Pangaea."
India,Country,Australia,Country,Separated from,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
India,Country,Asia,Continent,Became part of,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
Australia,Country,India,Country,Separated from,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
Australia,Country,Asia,Continent,Not mentioned,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
Asia,Continent,India,Country,Became part of,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
Asia,Continent,Australia,Country,Not mentioned,"Due to the same reason, present India was separated from Australia and became part of the current continent of Asia."
High Himalayas,Mountain range,Connection point,Geological feature,Formed at,The present high Himalayas were formed at their connection point.
Three kinds of heat flow,Concept,Convection heat flow,Concept,Part of,"When you read about the three kinds of heat flow,  you have read 'Convection heat flow'; which also happens inside the mantle."
Convection heat flow,Concept,Mantle,Layer,Occurs inside,"When you read about the three kinds of heat flow,  you have read 'Convection heat flow'; which also happens inside the mantle."
Indian plate,Tectonic plate,African plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Australia plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,North American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Pacific plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Latin American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Australia plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,North American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Pacific plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Latin American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,North American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,Pacific plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,Latin American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
North American plate,Tectonic plate,Pacific plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
North American plate,Tectonic plate,Latin American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
North American plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
North American plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Pacific plate,Tectonic plate,Latin American plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Pacific plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Pacific plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Latin American plate,Tectonic plate,Euroshian plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Latin American plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Euroshian plate,Tectonic plate,Anterctic plate,Tectonic plate,Towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Indian plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
African plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Australia plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
North American plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Pacific plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Latin American plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Euroshian plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Anterctic plate,Tectonic plate,Subduction,Geological process,Can come towards each other,Here the direction of movement of tectonic plates Indian plate African plate Australia plate North American plate Pacific plate Latin American plate Euroshian plate Anterctic plate 99 Earth Surface and Plate Tectonics Theory  Subduction: Plates can come towards each other and collide.
Plate 1,Object,Plate 2,Object,Slides under,The relatively heavier plate then slides under the other plate.
Indian tectonic plate,Tectonic plate,Eurasian plate,Tectonic plate,Collided,The collision of the Indian tectonic plate and the Eurasian plate thus formed the Himalayas.
Himalayas,Mountain range,Indian tectonic plate,Tectonic plate,Formed by,The collision of the Indian tectonic plate and the Eurasian plate thus formed the Himalayas.
Himalayas,Mountain range,Eurasian plate,Tectonic plate,Formed by,The collision of the Indian tectonic plate and the Eurasian plate thus formed the Himalayas.
Indian plate,Tectonic plate,Eurasian plate,Tectonic plate,Colliding at,The Indian plate is subducted under the Eurasian plate at the collision boundary.
Collision boundary,Geological feature,Indian plate,Tectonic plate,Located at,The Indian plate is subducted under the Eurasian plate at the collision boundary.
Collision boundary,Geological feature,Eurasian plate,Tectonic plate,Located at,The Indian plate is subducted under the Eurasian plate at the collision boundary.
Subduction,Geological process,Indian plate,Tectonic plate,Undergoing,The Indian plate is subducted under the Eurasian plate at the collision boundary.
Subduction motion,Geological process,Volcanoes,Geological feature,Causes the creation of,Subduction motion causes the creation of different types of volcanoes and earthquakes of varying magnitudes.
Subduction motion,Geological process,Earthquakes,Geological feature,Causes the creation of,Subduction motion causes the creation of different types of volcanoes and earthquakes of varying magnitudes.
Volcanoes,Geological feature,Magnitudes,Measurement,Varying,Subduction motion causes the creation of different types of volcanoes and earthquakes of varying magnitudes.
Earthquakes,Geological feature,Magnitudes,Measurement,Varying,Subduction motion causes the creation of different types of volcanoes and earthquakes of varying magnitudes.
Tectonic plates,Geological feature,Spreading plate boundaries,Geological feature,Boundary of,"Spreading: When tectonic plates move away from each other, their boundaries are called spreading plate boundaries."
Tectonic plates,Geological feature,Move away from each other,Physical process,Occurs at,"Spreading: When tectonic plates move away from each other, their boundaries are called spreading plate boundaries."
Spreading plate boundaries,Geological feature,Tectonic plates,Geological feature,Boundary of,"Spreading: When tectonic plates move away from each other, their boundaries are called spreading plate boundaries."
Mid-Atlantic Ridge,Geological feature,Spreading plate boundary,Geological feature,Example of,"The Mid-Atlantic Ridge is the most striking example of a spreading plate boundary, which runs right through the middle of the Atlantic Ocean."
Spreading plate boundary,Geological feature,Atlantic Ocean,Geographical feature,Runs through,"The Mid-Atlantic Ridge is the most striking example of a spreading plate boundary, which runs right through the middle of the Atlantic Ocean."
Atlantic Ocean,Geographical feature,Mid-Atlantic Ridge,Geological feature,Runs through,"The Mid-Atlantic Ridge is the most striking example of a spreading plate boundary, which runs right through the middle of the Atlantic Ocean."
Different types of volcanoes,Volcanic structure,Sea,Body of water,Formed under,Different types of volcanoes are usually formed under the sea due to spreading motions.
Spreading motions,Geological process,Sea,Body of water,Cause formation,Different types of volcanoes are usually formed under the sea due to spreading motions.
Mid Atlantic Ridge,Geological feature,Himalayan,Mountain range,Formed from,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Indian tectonic plate,Tectonic plate,Eurasian tectonic plate,Tectonic plate,Collided with,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Mid Atlantic Ridge,Geological feature,Andreas Fault Line,Fault line,Unrelated,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Indian tectonic plate,Tectonic plate,Andreas Fault Line,Fault line,Unrelated,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Eurasian tectonic plate,Tectonic plate,Andreas Fault Line,Fault line,Unrelated,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Indian tectonic plate,Tectonic plate,Mid Atlantic Ridge,Geological feature,Separated from,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Eurasian tectonic plate,Tectonic plate,Mid Atlantic Ridge,Geological feature,Separated from,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Indian tectonic plate,Tectonic plate,Himalayan,Mountain range,Located near,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Eurasian tectonic plate,Tectonic plate,Himalayan,Mountain range,Located near,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
Andreas Fault Line,Fault line,Lateral plate boundary,Plate boundary,Type of junction,"Mid Atlantic Ridge Formation of Himalayan from collision of Indian and Eurasian tectonic plate 100 Science  Sun Andreas Fault Line Lateral: When two plates slide past each other, the junction of the two plates is called a lateral plate boundary."
San Andreas Fault Line,Geological feature,California,State,Runs through,"For example, a well-known neutral plate boundary is the San Andreas Fault Line running through the state of California, USA."
Boundary,Physical object,Energy,Concept,Stored in,An incredible amount of energy is estimated to be stored in this boundary and is expected to be released by a major earthquake at any time.
Major earthquake,Natural disaster,Boundary,Physical object,Expected to release energy from,An incredible amount of energy is estimated to be stored in this boundary and is expected to be released by a major earthquake at any time.
Pangaea,Supercontinent,Tethis sea,Ocean,Only one in the world,"Creation of oceans and  expansion of seafloor During the supercontinent Pangaea, there was only one ocean in the whole world which was called Tethis sea."
