Entity,Definition,Images
Pistil,Not found on Wikipedia,['Image not found']
Harvard University,"Harvard University is a private Ivy League research university in Cambridge, Massachusetts.","['https://upload.wikimedia.org/wikipedia/commons/9/91/102111_Pinker_344.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/A_Westerly_View_of_the_Colledges_in_Cambridge_New_England_by_Paul_Revere.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Al_Gore%2C_Vice_President_of_the_United_States%2C_official_portrait_1994.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Alan_dershowitz_2009_retouched_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Amartya_Sen.jpg']"
Electric light,"An electric light, lamp, or light bulb is an electrical component that produces light.","['https://upload.wikimedia.org/wikipedia/commons/3/3a/Gluehlampe_01_KMJ.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Hagley%2C_St_John_the_Baptist_-_interior%2C_Mason_memorial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Krakow-_Collegium_Novum-_brama_wejsciowa_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Lamp_symbol%2C_old.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Lamp_symbol.svg']"
Right ear,Not found on Wikipedia,['Image not found']
Page 16,Not found on Wikipedia,['Image not found']
Fruit,"In botany, a fruit is the seed-bearing structure in flowering plants that is formed from the ovary after flowering.","['https://upload.wikimedia.org/wikipedia/commons/d/de/Bananavarieties.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Blackberryraspberrystrawberry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/DewberriesWeb.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Foodlogo2.svg']"
Alimentary canal,Not found on Wikipedia,['Image not found']
Artificial respiration,Not found on Wikipedia,['Image not found']
Fig. 11,Not found on Wikipedia,['Image not found']
Flute,The flute is a member of a family of musical instruments in the woodwind group.,"['https://upload.wikimedia.org/wikipedia/commons/8/82/A_medieval_bone_flute_dating_11th-13th_century._%28FindID_621082%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Cipriano_Garcia_playing_a_flute_of_the_Tohono_O%27odham_culture.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Eight_Flute1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Flute_with_musicial_notes.jpg']"
Forest product,"A forest product is any material derived from forestry for direct consumption or commercial use, such as lumber, paper, or fodder for livestock.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg']"
Interpersonal relationship,"Interpersonal relationship (or interpersonal relation) define a social association, connection, or affiliation between two or more persons.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Heart_icon_red_hollow.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/People_together.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Periodic motion,•Uniform Circular Motion,['Image not found']
Beetle,"Beetles are insects that form the order Coleoptera (), in the superorder Endopterygota.","['https://upload.wikimedia.org/wikipedia/commons/4/43/Acilius_sulcatus.gemeiner_furchenschwimmer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Agriotes_lineatus_bl2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Ambrosia_beetle_life_cycle.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Anthrenus_verbasci_MHNT_Fronton_Side_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Archostemata_Tenomerga_mucida01_rotated.jpg']"
New leaf,Not found on Wikipedia,['Image not found']
Salma,Salma may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Hewlett Medal,Not found on Wikipedia,['Image not found']
Litmus solution,Not found on Wikipedia,['Image not found']
Pulmonary artery,A pulmonary artery is an artery in the pulmonary circulation that carries deoxygenated blood from the right side of the heart to the lungs.,"['https://upload.wikimedia.org/wikipedia/commons/e/ef/3D_CT_of_thorax%2C_annotated.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Alveolus_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Bronchial_anatomy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Computed_tomograph_of_pulmonary_vessels.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/Diagram_of_the_human_heart_%28cropped%29.svg']"
Root,"In vascular plants, the roots are the organs of a plant that are modified to provide anchorage for the plant and take in water and nutrients into the plant body, which allows  plants to grow taller and faster.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Adventitious_roots_on_Odontonema_aka_Firespike.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Aerial_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ArabidopsisLatRoot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/CSIRO_ScienceImage_11626_Barley_root.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
SCIENCE 126,Not found on Wikipedia,['Image not found']
Experiment,"An experiment is a procedure carried out to support or refute a hypothesis, or determine the efficacy or likelihood of something previously untried.","['https://upload.wikimedia.org/wikipedia/commons/e/e8/Apollo_15_feather_and_hammer_drop.ogv', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Blackbox3D-obs.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Humanit%C3%A9s_Num%C3%A9riques.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Mirror_baby.jpg']"
Xylem,"Xylem is one of the two types of transport tissue in vascular plants, the other being phloem.","['https://upload.wikimedia.org/wikipedia/commons/9/96/Banded_tube.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Ficusxylem.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Pressurebomb.svg']"
Lumber,"Lumber is wood that has been processed into uniform and useful sizes (dimensional lumber), including beams and planks or boards.","['https://upload.wikimedia.org/wikipedia/commons/1/10/2_By_4_Clue_Stick.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Bellingham%2C_Washington%2C_harbor%2C_filled_with_logs%2C_1972.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/L%27_usine_de_transformation_de_bois_Kotkamills_Oy_%C3%A0_Kotka.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Bharati Sarkar,Not found on Wikipedia,['Image not found']
Point T,Not found on Wikipedia,['Image not found']
North-south,Not found on Wikipedia,['Image not found']
Recording medium,Not found on Wikipedia,['Image not found']
Through the ground,Not found on Wikipedia,['Image not found']
Park,"A park is an area of natural, semi-natural or planted space set aside for human enjoyment and recreation or for the protection of wildlife or natural habitats.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Example_of_night_photography_at_The_Garden_of_Five_Senses%2C_New_Delhi.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Halleyparknovember.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Hatanp%C3%A4%C3%A4_Arboretum_2020.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Medieval_Hunting_Park.JPG']"
Hamlet,"The Tragedy of Hamlet, Prince of Denmark, often shortened to Hamlet (), is a tragedy written by William Shakespeare sometime between 1599 and 1601.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Bad_quarto%2C_good_quarto%2C_first_folio.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Bernhardt_Hamlet2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Books-aj.svg_aj_ashton_01.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Claudius_at_Prayer_Hamlet_3-3_Delacroix_1844.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Nutrition,Nutrition is the biochemical and physiological process by which an organism uses food to support its life.,"['https://upload.wikimedia.org/wikipedia/commons/c/c2/Abr_horta_Antonio_Cruz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Alcedo_atthis_eating_a_tadpole.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/BonoboFishing04.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Brazilian_Gourmet%2C_Fitzrovia%2C_London_%285990236962%29.jpg']"
Time I,Time I is the second full-length album by the Finnish melodic death metal band Wintersun.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Star_empty.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Star_full.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Star_half.svg', 'Image not found']"
Virtual object,Not found on Wikipedia,['Image not found']
Column I,"Column I is a 1983–1984 stainless steel sculpture by James Rosati, installed on the Stanford University campus in Stanford, California, United States.","['Image not found', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_California.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Sculpture_%28NP100738%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/WPVA-khamsa.svg']"
Bubble,"Bubble, Bubbles or The Bubble may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Coherent fluorescent light bulb,Not found on Wikipedia,['Image not found']
Fig. 7,Not found on Wikipedia,['Image not found']
Spain,"Spain (Spanish: España, [esˈpaɲa] (listen)), or the Kingdom of Spain (Reino de España), is a country primarily located in southwestern Europe with parts of territory in the Atlantic Ocean and across the Mediterranean Sea.","['https://upload.wikimedia.org/wikipedia/commons/e/ed/01_Paella_Valenciana_original.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/191026_60278_dc_%2848979567256%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/2014_Castro_de_Santa_Trega._Galiza-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/2019-05-30_Felipe_VI_Karlspreis_2019-5882_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg']"
Watercolor painting,"Watercolor (American English) or watercolour (British English; see spelling differences), also aquarelle (French: [akwaʁɛl]; from Italian diminutive of Latin aqua ""water""), is a painting method in which the paints are made of pigments suspended in a water-based solution.","['https://upload.wikimedia.org/wikipedia/commons/4/44/Albrecht_D%C3%BCrer_-_Hare%2C_1502_-_Google_Art_Project.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Brooklyn_Museum_-_White_Ships_-_John_Singer_Sargent.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Dolceacqua43_-_Artista_locale_mentre_dipinge_un_acquarello.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Jamaica_hut4.jpg']"
Tank,A tank is an armoured fighting vehicle intended as a primary offensive weapon in front-line ground combat.,"['https://upload.wikimedia.org/wikipedia/commons/b/b2/105mm_tank_gun_Rifling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/3rd_ID_M1A1_Abrams_TC_and_Gunner_2008.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Arjun_MBT_bump_track_test.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/db/British_Mark_V-star_Tank.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/British_Sherman_tank_Italy_Dec_1943_IWM_NA_9992.jpg']"
Protection from spoilage,Not found on Wikipedia,['Image not found']
Wastewater,"Wastewater is water generated after the use of freshwater, raw water, drinking water or saline water in a variety of deliberate applications or processes.: 1  Another definition of wastewater is ""Used water from any combination of domestic, industrial, commercial or agricultural activities, surface runoff / storm water, and any sewer inflow or sewer infiltration"".: 175  In everyday usage, wastewater is commonly a synonym for sewage (also called sewerage, domestic wastewater, or municipal wastewater), which is wastewater that is produced by a community of people.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png']"
Warm room,Not found on Wikipedia,['Image not found']
Dog food,Dog food is food specifically formulated and intended for consumption by dogs and other related canines.,"['https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Canned_Cat_Food1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Chatuchak_Weekend_Market_P1100759.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mode of functioning,Not found on Wikipedia,['Image not found']
Flood,A flood is an overflow of water (or rarely other fluids) that submerges land that is usually dry.,"['https://upload.wikimedia.org/wikipedia/commons/d/d8/2foot_mud.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/A_Flood_on_Java_1865-1876_Raden_Saleh.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Afghan_Air_Force_-_Jalalabad_Flood_Rescue_%284842784567%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/BDF0.jpg']"
Soil,"Soil, also commonly referred to as earth, is a mixture of organic matter, minerals, gases, liquids, and organisms that together support life  of plants and soil organisms.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Core_sample.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg']"
Oil,An oil is any nonpolar chemical substance that is composed primarily of hydrocarbons and is hydrophobic (does not mix with water) & lipophilic (mixes with other oils).,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Italian_olive_oil_2007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Mobil_1_motor_oil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Mobil_1_motor_oil.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Degeneration,Not found on Wikipedia,['Image not found']
Beijing,"Beijing ( bay-JING; Chinese: 北京; pinyin: Běijīng; Mandarin pronunciation: [pèɪ.tɕíŋ] (listen)), alternatively romanized as Peking ( pee-KING), is the capital of the People's Republic of China.","['https://upload.wikimedia.org/wikipedia/commons/f/f6/01_111_and_01_031_at_Yangzha_Middle_School_%2820211027075355%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/11_Temple_of_Heaven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/2008_Summer_Olympics_opening_ceremony_-_Fireworks.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/2014.08.19.110005_Great_Wall_Badaling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/20200110_Hall_of_Supreme_Harmony_courtyard-1.jpg']"
Concave,Concave or concavity may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Chocolate,"Chocolate is a food made from roasted and ground cacao seed kernels that is available as a liquid, solid, or paste, either on its own or as a flavoring agent in other foods.","['https://upload.wikimedia.org/wikipedia/commons/3/37/Aztec._Man_Carrying_a_Cacao_Pod%2C_1440-1521.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/BLW_Chocolate_Pot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Blackout_cake.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Ca%27_Rezzonico_-_La_cioccolata_del_mattino_-_Pietro_Longhi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/CacaoChonita14.JPG']"
Chlorine tablet,Not found on Wikipedia,['Image not found']
Computer graphics,Computer graphics deals with generating images and art with the aid of computers.,"['https://upload.wikimedia.org/wikipedia/commons/6/6d/Activemarker2.PNG', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/An_astronaut_riding_a_horse_%28Hiroshige%29_2022-08-30.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Bitmap_VS_SVG.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Blender_2.45_screenshot.jpg']"
Seed,"In botany, seed is an undeveloped plant embryo and food reserve enclosed in a protective outer covering called a seed coat (testa).","['https://upload.wikimedia.org/wikipedia/commons/4/4f/Budowa_nasienia-dwuliscienne.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Comparison_of_Monocotyledons_and_Dicotyledons.png', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Dycotyledon_seed_diagram-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Female_coco_de_mer_seed.jpg']"
Balloon,"A balloon is a flexible bag that can be inflated with a gas, such as helium, hydrogen, nitrous oxide, oxygen, and air.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/2018_First_of_May_in_Helsinki_%2847782051631%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Balloonsanimals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Congrats_bqt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Dopey_Balloon_Twisting_Table_Centerpiece_for_Rays_Draft_Room.jpg']"
Radiation shield,Not found on Wikipedia,['Image not found']
Human behavior,"Human behavior is the potential and expressed capacity (mentally, physically, and socially) of human individuals or groups to respond to internal and external stimuli throughout their life.","['https://upload.wikimedia.org/wikipedia/commons/3/34/5tavaszi_08_n.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Amateur_Football_in_Kilkenny-Ireland.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Andriyaka_mk_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Boskapssk%C3%B6tsel_i_ladug%C3%A5rden._Kvinna_sitter_och_mj%C3%B6lkar_en_mager_ko_medan_barfota_flicka_mockar_-_Nordiska_museet_-_NMA.0036603.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Boy_eating_a_mango.jpg']"
China rose,Not found on Wikipedia,['Image not found']
Diarrhea,"Diarrhea, also spelled diarrhoea or diarrhœa, is the condition of having at least three loose, liquid, or watery bowel movements each day.","['https://upload.wikimedia.org/wikipedia/commons/9/9e/BristolStoolChart.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Cholera_rehydration_nurses.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Diarrhoeal_diseases_world_map-Deaths_per_million_persons-WHO2012.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Diarrhoeal_diseases_world_map_-_DALY_-_WHO2004.svg']"
Electric vehicle,An electric vehicle (EV) is a vehicle that uses one or more electric motors for propulsion.,"['https://upload.wikimedia.org/wikipedia/commons/4/40/2001-03-31.H-TW2000-Vahrenwalder-Platz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/2015-_Passenger_electric_vehicle_%28EV%29_annual_sales_-_BloombergNEF.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/2020%2B_Electric_vehicle_stock_-_International_Energy_Agency.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/2022_Togg_C-SUV.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/2402_%27County_of_Hampshire%27_at_Wool.JPG']"
Wind,Wind is the natural movement of air or other gases relative to a planet's surface.,"['https://upload.wikimedia.org/wikipedia/commons/a/a8/10_PM_March_12_surface_analysis_of_Great_Blizzard_of_1888.png', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Anemometer_2745.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Cherry_tree_moving_in_the_wind_1.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Coarse_woody_debris_6407.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Destruction_following_hurricane_andrew.jpg']"
Measure the size of the chest,Not found on Wikipedia,['Image not found']
The symbols shown here,Not found on Wikipedia,['Image not found']
Natural acid,Not found on Wikipedia,['Image not found']
Preventive medicine,Not found on Wikipedia,['Image not found']
Cellular respiration,"Cellular respiration is the process by which biological fuels are oxidised in the presence of an inorganic electron acceptor, such as oxygen, to drive the bulk production of adenosine triphosphate (ATP), which contains energy.","['https://upload.wikimedia.org/wikipedia/commons/7/74/CellRespiration.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Cellular_respiration.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Metabolic_Metro_Map_%28no_legends%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Metabolic_metro_blue.svg']"
Wonder,Wonder most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
John of Patmos,"John of Patmos (also called John the Revelator, John the Divine, John the Theologian) is the name traditionally given to the author of the Book of Revelation.","['https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Johannes_op_Patmos_Saint_John_on_Patmos_Berlin%2C_Staatlichen_Museen_zu_Berlin%2C_Gemaldegalerie_HR.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/79/P_christianity.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg']"
1564 in literature,This article contains information about the literary events and publications of 1564.,['https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']
Insectivorous plant,Not found on Wikipedia,['Image not found']
Exercise,"Exercise is a body activity that enhances or maintains physical fitness and overall health and wellness.It is performed for various reasons, including weight loss or maintenance, to aid growth and improve strength, develop muscles and the cardiovascular system, hone athletic skills, improve health, or simply for enjoyment.","['https://upload.wikimedia.org/wikipedia/commons/2/2c/2018_USA_Indoor_Track_and_Field_Championships_%2840357948141%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Aerobic_Anaerobic_Exercise_Adaptations.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Cristiano_Ronaldo_Iran_vs_Portugal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Cruising_on_a_Board.jpg']"
Patches,Not found on Wikipedia,['Image not found']
Iron gate,Not found on Wikipedia,['Image not found']
Medical sign,Not found on Wikipedia,['Image not found']
Sweat,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/3/31/Redirect_arrow_without_text.svg']
Make a rainbow,Not found on Wikipedia,['Image not found']
Nitrogen dioxide,Nitrogen dioxide is a chemical compound with the formula NO2.,"['https://upload.wikimedia.org/wikipedia/commons/2/20/AirQualityLondon1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/GHS-pictogram-bottle.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/GHS-pictogram-rondflam.svg']"
Nitrogen,Nitrogen is the chemical element with the symbol N and atomic number 7.,"['https://upload.wikimedia.org/wikipedia/commons/4/48/A_cylinder_container%2C_containing_liquid_nitrogen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Borazin_Mesomers1.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Buckminsterfullerene-perspective-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg']"
Touch the other end,Not found on Wikipedia,['Image not found']
Month,"A month is a unit of time, used with calendars, that is approximately as long as a natural orbital period of the Moon; the words month and Moon are cognates.","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/FullMoon2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Klaviatur-3-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Marine_sandglass_MMM.jpg']"
String,String or strings may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Urinary bladder,Not found on Wikipedia,['Image not found']
Year Seven,Not found on Wikipedia,['Image not found']
