Entity,Definition,Images
Triangle,A triangle is a polygon with three edges and three vertices.,"['https://upload.wikimedia.org/wikipedia/commons/c/c3/CDel_3.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/CDel_node.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/CDel_node_1.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Edificio_Fuller_%28Flatiron%29_en_2010_desde_el_Empire_State_crop_boxin.jpg']"
Climbing,"Climbing is the activity of using one's hands, feet, or other parts of the body to ascend a steep topographical object that can range from the world's tallest mountains (e.g.","['https://upload.wikimedia.org/wikipedia/commons/8/8f/Ailladie%2C_Mirror_Wall%2C_County_Clare.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Eisklettern_kl_engstligenfall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Escalda_en_Fitz_Roy%2C_Chalt%C3%A9n_-_Argentina.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Heinz_Zak%2C_Separate_Reality_5%2C11d%2C_Free_Solo%2C_Yosemite-Nationalpark%2C_Kalifornien%2C_USA.jpg']"
Tissue paper,"Tissue paper or simply tissue is a lightweight paper or, light crêpe paper.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/Box_of_Scotties_tissues.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Taschentuch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Tissue_Paper_Production_Machine.jpg']"
Metal,"A metal (from Greek μέταλλον métallon, ""mine, quarry, metal"") is a material that, when freshly prepared, polished, or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well.","['https://upload.wikimedia.org/wikipedia/commons/6/68/25_litrai_en_%C3%A9lectrum_repr%C3%A9sentant_un_tr%C3%A9pied_delphien.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Akan_MHNT.AC.AF.29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Allegheny_Ludlum_steel_furnace.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Aluminium-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Antimony-4.jpg']"
Physics,"Physics is the natural science of matter, involving the study of matter, its fundamental constituents, its motion and behavior through space and time, and the related entities of energy and force.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/Acceleration_components.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Albert_Einstein_1947.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Archimedes-screw_one-screw-threads_with-ball_3D-view_animated_small.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Bose_Einstein_condensate.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Bruce_McCandless_II_during_EVA_in_1984.jpg']"
Explain the following,Not found on Wikipedia,['Image not found']
Biotic and abiotic resistance,Not found on Wikipedia,['Image not found']
Sodium oxide,Sodium oxide is a chemical compound with the formula Na2O.  It is used in ceramics and glasses.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Sodium-oxide-3D-polyhedra.png']"
Consumables,"Consumables (also known as consumable goods, non-durable goods, or soft goods) are goods that are intended to be consumed.",['Image not found']
Charged Particles in Matter,Not found on Wikipedia,['Image not found']
Dust,Dust is made of fine particles of solid matter.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Debris_netting.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Domesticdustonaribbon.png', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Dust-storm-Texas-1935.png', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Dust2017.png']"
Quebec,Quebec ( k(w)ih-BEK; French: Québec [kebɛk] (listen)) is one of the thirteen provinces and territories of Canada.,"['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Apollo_11_Lunar_Module_Eagle_in_landing_configuration_in_lunar_orbit_from_the_Command_and_Service_Module_Columbia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Baie-Saint-Paul.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Bombardier_CSeries_mockup.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Boston_vs._CH_au_Centre_Bell_007.jpg']"
Surgery,"Surgery is a medical specialty that uses manual and/or instrumental techniques to physically reach into a subject's body in order to investigate or treat pathological conditions such as a disease or injury, to alter bodily functions (e.g.","['https://upload.wikimedia.org/wikipedia/commons/7/77/1753_Traversi_Operation_anagoria.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Acquapendente_-_Operationes_chirurgicae%2C_1685_-_2984755.tif', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Ambroise_Par%C3%A9_1573.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Augenoperation_1195.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Cardiac_surgery_operating_room.jpg']"
Electronic machine,Not found on Wikipedia,['Image not found']
Sewing,Sewing is the craft of fastening or attaching objects using stitches made with a sewing needle and thread.,"['https://upload.wikimedia.org/wikipedia/commons/1/1e/A_seated_woman_sewing_a_kimono.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Alpackaull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Bangladeshi_women_sewing_clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Brother_latest_lockstitch_lockstitcher_Nexio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Colorful_Seams_on_Digital_3D_Clothing.jpg']"
Indian Ocean,"The Indian Ocean is the third-largest of the world's five oceanic divisions, covering 70,560,000 km2 (27,240,000 sq mi) or ~19.8% of the water on Earth's surface.","['https://upload.wikimedia.org/wikipedia/commons/7/7c/A_general_view_of_Mombasa_Port_on_Kenya%27s_Indian_Ocean_coast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Aerosol_pollution_over_Northern_India%2C_Bangladesh%2C_and_Bay_of_Bengal.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Austronesian_maritime_trade_network_in_the_Indian_Ocean.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Blue_Marble_Eastern_Hemisphere.jpg']"
Completeness,Complete may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Electromagnetic wave,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Sun,The Sun is the star at the center of the Solar System.,"['https://upload.wikimedia.org/wikipedia/commons/2/2c/-_panoramio_%28785%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/171879main_LimbFlareJan12_lg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/2017_Total_Solar_Eclipse_%2835909952653%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Circle of radius,Not found on Wikipedia,['Image not found']
Liquids,Not found on Wikipedia,['Image not found']
Rate of motion,Not found on Wikipedia,['Image not found']
Orbit number,Not found on Wikipedia,['Image not found']
Characteristic,A characteristic is a distinguishing feature of a person or thing.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Ground level,Ground level may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Medicine,"Medicine is the science and practice of caring for a patient, managing the diagnosis, prognosis, prevention, treatment, palliation of their injury or disease, and promoting their health.","['https://upload.wikimedia.org/wikipedia/commons/b/b3/Al-Risalah_al-Dhahabiah.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Albert_Edelfelt_-_Louis_Pasteur_-_1885.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Asklepios.3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Changing_lives_for_girls_and_women_every_week_%2812330467294%29.jpg']"
Argentina,"Argentina (Spanish pronunciation: [aɾxenˈtina] (listen)), officially the Argentine Republic (Spanish: República Argentina),  is a country in the southern half of South America.","['https://upload.wikimedia.org/wikipedia/commons/5/53/25_de_mayo_por_F._Fortuny.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/A-4AR_Fightinghawk_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/ARG_orthographic_%28%2Ball_claims%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Aconcagua2016.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Andr%C3%A9s_Muschietti.jpg']"
Angle,"In Euclidean geometry, an angle is the figure formed by two rays, called the sides of the angle, sharing a common endpoint, called the vertex of the angle.","['https://upload.wikimedia.org/wikipedia/commons/4/44/Adjacentangles.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Angle.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Angle_measure.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Angle_obtuse_acute_straight.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Angle_radian.svg']"
F,"F, or f, is the sixth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/1/1e/BSL_letter_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Braille_F6.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Capitalis_monumentalis_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Digamma_uc_lc.svg']"
Yellow,Yellow is the color between green and orange on the spectrum of light.,"['https://upload.wikimedia.org/wikipedia/commons/0/0c/20090528_Beijing_Forbidden_City_8074.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/20130304FeteDuCitronMenton_010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/A_Seated_Portrait_of_Ming_Emperor_Taizu.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/A_Sunday_on_La_Grande_Jatte%2C_Georges_Seurat%2C_1884.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Anthyllis_vulneraria%2C_AlpenWundklee_1.JPG']"
Rationalised 2023-24,Not found on Wikipedia,['Image not found']
"Why not, why not?",Not found on Wikipedia,['Image not found']
Graphical method,Not found on Wikipedia,['Image not found']
Ground,Ground may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Agricultural technology,"Agricultural technology or agrotechnology (abbreviated agtech, agritech, AgriTech, or agrotech)  is the use of technology in agriculture, horticulture, and aquaculture with the aim of improving yield, efficiency, and profitability.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Filiz_Product_Photo.png', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Maler_der_Grabkammer_des_Sennudem_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/PestTrapp_Product_Photo.png']"
Currant,Currant may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Knife,"A knife (PL: knives; from Old Norse knifr 'knife, dirk') is a tool or weapon with a cutting edge or blade, usually attached to a handle or hilt.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Arbelos_Shoemakers_Knife.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/BM-AxisLock.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Birchbark_handle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/CKc_Pen_Knife.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Chinese_knife_factory.jpg']"
Capital letter,Not found on Wikipedia,['Image not found']
TISSUES,Not found on Wikipedia,['Image not found']
Nobel Prize,"The Nobel Prizes ( noh-BEL; Swedish: Nobelpriset [nʊˈbɛ̂lːˌpriːsɛt]; Norwegian: Nobelprisen [nʊˈbɛ̀lːˌpriːsn̩]) are five separate prizes that, according to Alfred Nobel's will of 1895, are awarded to ""those who, during the preceding year, have conferred the greatest benefit to humankind."" Alfred Nobel was a Swedish chemist, engineer, and industrialist most famously known for the invention of dynamite.","['https://upload.wikimedia.org/wikipedia/commons/6/6e/AlfredNobel_adjusted.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Alfred_Nobels_will-November_25th%2C_1895.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Announcement_Nobelprize_Chemistry_2009-3.ogv', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Announcement_Nobelprize_Literature_2009-1.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Greeks,"The Greeks or Hellenes (; Greek: Έλληνες, Éllines [ˈelines]) are an ethnic group and nation indigenous to Greece, Cyprus, southern Albania, Anatolia, parts of Italy and Egypt, and to a lesser extent, other countries surrounding the Eastern Mediterranean and Black Sea.","['https://upload.wikimedia.org/wikipedia/commons/e/e4/50_largest_Greek_diaspora.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Aankomst_Melina_Mercouri_._Melina_Mercouri%2C_Bestanddeelnr_921-3506.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Adamantios_Korais.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Alexander_the_Great_mosaic.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Ancient_Regions_Mainland_Greece.png']"
Candle,"A candle is an ignitable wick embedded in wax, or another flammable solid substance such as tallow, that provides light, and in some cases, a fragrance.","['https://upload.wikimedia.org/wikipedia/commons/c/c9/7candles.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Anatomy_of_a_candle_flame.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Candle_Wick.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Candle_With_Gold_Stand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Candles.jpg']"
Chronology of Neptune,Not found on Wikipedia,['Image not found']
Euclidean geometry,"Euclidean geometry is a mathematical system attributed to  ancient Greek mathematician Euclid, which he described in his textbook on geometry; Elements.","['https://upload.wikimedia.org/wikipedia/commons/c/c1/120-cell_graph_H4.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/1919_eclipse_negative.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/24-cell_t0_F4.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/4-cube_t0.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/4-cube_t3.svg']"
Unit of energy,Not found on Wikipedia,['Image not found']
Pure heart,Not found on Wikipedia,['Image not found']
Transverse wave,"In physics, a transverse wave is a wave whose oscillations are perpendicular to the direction of the wave's advance.","['https://upload.wikimedia.org/wikipedia/commons/4/4c/Electromagneticwave3D.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Onde_cisaillement_impulsion_1d_30_petit.gif', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Ondes_cisaillement_2d_20_petit.gif', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Polarizacio.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Agriculture,"Agriculture encompasses crop and livestock production, aquaculture, fisheries and forestry for food and non-food products.","['https://upload.wikimedia.org/wikipedia/commons/4/46/1846_-_Anti-Corn_Law_League_Meeting.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Agricultural_output_of_China.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/An_example_of_slash_and_burn_agriculture_practice_Thailand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Baumwoll-Erntemaschine_auf_Feld.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Biogas.jpg']"
Object in motion,Not found on Wikipedia,['Image not found']
Sulfuric acid,"Sulfuric acid (American spelling and the preferred IUPAC name) or sulphuric acid (Commonwealth spelling), known in antiquity as oil of vitriol, is a mineral acid composed of the elements sulfur, oxygen, and hydrogen, with the molecular formula H2SO4.","['https://upload.wikimedia.org/wikipedia/commons/9/95/07._%D0%94%D0%B5%D1%85%D0%B8%D0%B4%D1%80%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B8_%D1%81%D0%B2%D0%BE%D1%98%D1%81%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D0%BD%D1%82%D1%80%D0%B8%D1%80%D0%B0%D0%BD%D0%B0_%D1%81%D1%83%D0%BB%D1%84%D1%83%D1%80%D0%BD%D0%B0_%D0%BA%D0%B8%D1%81%D0%B5%D0%BB%D0%B8%D0%BD%D0%B0.webm', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Acidic_drain_cleaner_containing_sulfuric_acid_%28sulphuric_acid%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Acidic_drain_opener.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Benzene_sulfonaition.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Cobalt,Cobalt is a chemical element with the symbol Co and atomic number 27.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/Bristol.blue.glass.arp.750pix.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/CSIRO_ScienceImage_10487_Cobalt_deficient_sheep.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Cobalamin.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Cobalt%28II%29-chloride-hexahydrate-sample.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Cobalt_-_world_production_trend.svg']"
Heat,"In thermodynamics, heat is defined as the form of energy crossing the boundary of a thermodynamic system by virtue of a temperature difference across the boundary.","['https://upload.wikimedia.org/wikipedia/commons/9/94/Black_Joseph.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Clausius-1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Crystal_Clear_app_kedit.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg']"
Xylem parenchyma,Not found on Wikipedia,['Image not found']
Neuron,"A neuron, neurone, or nerve cell is an electrically excitable cell that fires electric signals called action potentials.","['https://upload.wikimedia.org/wikipedia/commons/8/83/All-or-none_law_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Anatomy_of_a_Neuron_with_Synapse.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Axon_Propagation.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/BN1_Neurology.webm', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Blausen_0657_MultipolarNeuron.png']"
Chromatin thread,Not found on Wikipedia,['Image not found']
Final reading,Not found on Wikipedia,['Image not found']
Uniform velocity,Not found on Wikipedia,['Image not found']
Microscopic lens,Not found on Wikipedia,['Image not found']
Initial momentum,Not found on Wikipedia,['Image not found']
Discourse on Floating Bodies,Not found on Wikipedia,['Image not found']
Joule,The joule (symbol: J) is the unit of energy in the International System of Units (SI).,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Eukaryotic cell,Not found on Wikipedia,['Image not found']
Rationalisation of science,Not found on Wikipedia,['Image not found']
Group II,Not found on Wikipedia,['Image not found']
Circular path,Not found on Wikipedia,['Image not found']
Longitudinal wave,"Longitudinal waves are waves in which the vibration of the medium is parallel (""along"") to the direction the wave travels and displacement of the medium is in the same (or opposite) direction of the wave propagation.","['https://upload.wikimedia.org/wikipedia/commons/6/62/Onde_compression_impulsion_1d_30_petit.gif', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Ondes_compression_2d_20_petit.gif']"
Atomology,Not found on Wikipedia,['Image not found']
Wave length,Not found on Wikipedia,['Image not found']
Hot,Hot or the acronym HOT may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
"2,8",Not found on Wikipedia,['Image not found']
Glass slide,Not found on Wikipedia,['Image not found']
Divisibility of matter,Not found on Wikipedia,['Image not found']
Stationary motion,Not found on Wikipedia,['Image not found']
Na+,Not found on Wikipedia,['Image not found']
"Hospital of Saint Mark's, Pavia",Not found on Wikipedia,['Image not found']
Atomic mass,The atomic mass (ma or m) is the mass of an atom.,"['https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Binding_energy_curve_-_common_isotopes.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Stylised_atom_with_three_Bohr_model_orbits_and_stylised_nucleus.svg']"
Safranin,Safranin (Safranin O or basic red 2) is a biological stain used in histology and cytology.,"['https://upload.wikimedia.org/wikipedia/commons/a/a1/GHS-pictogram-acid.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Safranin-3D-balls.png']"
Basketball court,"In basketball, the basketball court is the playing surface, consisting of a rectangular floor, with baskets at each end.","['https://upload.wikimedia.org/wikipedia/commons/9/9a/1_kawhi_leonard_2019_nba_finals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Basketball.png', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Basketball_Clipart.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Basketball_backboard_and_basket.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Basketball_courts.svg']"
Magnesium chloride,Magnesium chloride is an inorganic compound with the formula MgCl2.,"['https://upload.wikimedia.org/wikipedia/commons/5/52/Cadmium-chloride-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/GHS-pictogram-exclam.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Magnesium_chloride.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/NFPA_704.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Downward force,Not found on Wikipedia,['Image not found']
Material,Material is a substance or mixture of substances that constitutes an object.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Plastic_objects.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Red_terracotta_flowerpots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Stainless_kitchen_container_with_cover.jpg']"
Metre s-2,Not found on Wikipedia,['Image not found']
Isaac Newton,"Sir Isaac Newton  (25 December 1642 – 20 March 1726/27) was an English mathematician, physicist, astronomer, alchemist, theologian, and author who was described in his time as a natural philosopher.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Dispersive_Prism_Illustration.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Doctor_Zirkel_follows_Newton%27s_famous_steps_under_the_fabled_Wellcome_V0011942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/ENG_COA_Newton.svg']"
Carom striker,Not found on Wikipedia,['Image not found']
Salinity,"Salinity () is the saltiness or amount of salt dissolved in a body of water, called saline water (see also soil salinity).","['https://upload.wikimedia.org/wikipedia/commons/d/d6/Aquarius_flat_2048x1024.ogv', 'https://upload.wikimedia.org/wikipedia/commons/0/07/IAPSO_Standard_Seawater.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/WOA09_sea-surf_SAL_AYool.png']"
X,"X, or x, is the twenty-fourth and third-to-last letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/9/98/BSL_letter_X.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Braille_X.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Chi_uc_lc.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/EtruscanX-01.svg']"
London,"London () is the capital and largest city of England and the United Kingdom, with a population of just under 9 million.","['https://upload.wikimedia.org/wikipedia/commons/5/58/10_Downing_Street._MOD_45155532_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/20191017_BBC_Studios_London%2C_BBC_Radio_Theatre%2C_New_Broadcasting_House_photo_by_Amy_Karle.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/30_St_Mary_Axe_from_Leadenhall_Street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Abbey_Rd_Studios.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Aerial_Tower_of_London.jpg']"
